Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
60,AMZN,0.5,2023-05-04 04:00:00+00:00,104.10399999999998,0.052051999999999994,2023-07-24 04:00:00+00:00,128.6712,0.0643356,12.167212400000007,0.2337511027434106,Long,Closed,60
61,AMZN,0.5,2023-07-31 04:00:00+00:00,133.81368,0.06690684000000001,2023-08-03 04:00:00+00:00,128.78109,0.06439054500000001,-2.647592385,-0.03957132611553617,Long,Closed,61
62,AMZN,0.5,2023-08-07 04:00:00+00:00,142.36221999999998,0.07118110999999999,2023-08-15 04:00:00+00:00,137.53232999999997,0.06876616499999999,-2.554892275000003,-0.03589284116249386,Long,Closed,62
63,AMZN,0.5,2023-09-01 04:00:00+00:00,138.25812,0.06912905999999999,2023-09-15 04:00:00+00:00,140.24961,0.070124805,0.8564911349999995,0.012389740797864163,Long,Closed,63
64,AMZN,0.5,2023-11-03 04:00:00+00:00,138.7386,0.0693693,2024-01-03 05:00:00+00:00,148.32153,0.074160765,4.647934935000002,0.06700276541640181,Long,Closed,64
65,AMZN,0.5,2024-01-10 05:00:00+00:00,153.88372999999999,0.076941865,2024-03-19 04:00:00+00:00,175.7241,0.08786205,10.755381085000003,0.13978581211931898,Long,Closed,65
66,AMZN,0.5,2024-03-20 04:00:00+00:00,178.32815,0.089164075,2024-04-15 04:00:00+00:00,183.43638,0.09171819,2.3732327350000104,0.026616467843130886,Long,Closed,66
67,AMZN,0.5,2024-05-06 04:00:00+00:00,188.88869999999997,0.09444434999999998,2024-05-22 04:00:00+00:00,182.94687,0.09147343499999999,-3.156832784999991,-0.03342532173708635,Long,Closed,67
68,AMZN,0.5,2024-06-07 04:00:00+00:00,184.4843,0.09224215,2024-07-17 04:00:00+00:00,187.74207,0.093871035,1.442771815000011,0.015641133852582697,Long,Closed,68
69,AMZN,0.5,2024-08-16 04:00:00+00:00,177.23705999999999,0.08861853,2024-09-06 04:00:00+00:00,171.21860999999998,0.085609305,-3.183452835000001,-0.03592310586736207,Long,Closed,69
70,AMZN,0.5,2024-09-12 04:00:00+00:00,187.18699999999998,0.0935935,2024-10-02 04:00:00+00:00,184.57523999999998,0.09228761999999999,-1.4917611200000018,-0.01593872565936739,Long,Closed,70
71,AMZN,0.5,2024-10-14 04:00:00+00:00,187.72753999999998,0.09386376999999999,2024-10-16 04:00:00+00:00,186.70310999999998,0.09335155499999999,-0.6994303249999977,-0.007451547332905953,Long,Closed,71
72,AMZN,0.5,2024-10-18 04:00:00+00:00,189.17899,0.094589495,2024-11-22 05:00:00+00:00,196.92288,0.09846144,3.6788940649999966,0.03889326256578489,Long,Closed,72
73,AMZN,0.5,2024-11-27 05:00:00+00:00,205.94573999999997,0.10297287,2024-12-18 05:00:00+00:00,220.29948000000002,0.11014974000000001,6.963747390000022,0.06762701078449132,Long,Closed,73
74,AMZN,0.5,2024-12-23 05:00:00+00:00,225.28506,0.11264252999999999,2024-12-30 05:00:00+00:00,221.0787,0.11053935,-2.3263618799999946,-0.02065260679070325,Long,Closed,74
75,AMZN,0.5,2025-01-17 05:00:00+00:00,226.16593999999998,0.11308296999999999,2025-02-11 05:00:00+00:00,232.52723999999998,0.11626362,2.9513034100000004,0.02609856647733961,Long,Closed,75
76,AMZN,0.5,2025-05-01 04:00:00+00:00,190.39019999999996,0.09519509999999999,2025-06-24 04:00:00+00:00,212.55723,0.106278615,10.88204128500002,0.11431304011445989,Long,Closed,76
77,AMZN,0.5,2025-06-25 04:00:00+00:00,212.20199,0.106100995,2025-07-25 04:00:00+00:00,231.44,0.0,9.512904005000001,0.08965895187882075,Long,Open,77
78,GOOGL,0.5,2023-03-29 04:00:00+00:00,101.49139,0.050745695,2023-04-20 04:00:00+00:00,105.18471000000001,0.05259235500000001,1.743321950000007,0.034354085602729595,Long,Closed,78
79,GOOGL,0.5,2023-04-21 04:00:00+00:00,105.51540999999999,0.052757704999999995,2023-04-26 04:00:00+00:00,103.60628999999999,0.051803144999999995,-1.059120850000001,-0.020075188069685765,Long,Closed,79
80,GOOGL,0.5,2023-04-28 04:00:00+00:00,107.44734,0.05372367,2023-05-04 04:00:00+00:00,104.58530999999999,0.052292655,-1.5370313250000023,-0.02860994650961117,Long,Closed,80
81,GOOGL,0.5,2023-05-08 04:00:00+00:00,107.87776999999998,0.05393888499999999,2023-06-09 04:00:00+00:00,122.10777,0.061053885,7.000007230000009,0.12977663943183124,Long,Closed,81
82,GOOGL,0.5,2023-06-14 04:00:00+00:00,123.79366999999999,0.061896835,2023-06-21 04:00:00+00:00,120.42945,0.060214725000000004,-1.8042215599999945,-0.029148850017937017,Long,Closed,82
83,GOOGL,0.5,2023-07-14 04:00:00+00:00,125.54542,0.06277271,2023-07-21 04:00:00+00:00,119.89998,0.05994999,-2.9454426999999965,-0.04692234412055807,Long,Closed,83
84,GOOGL,0.5,2023-07-25 04:00:00+00:00,122.33220999999998,0.06116610499999999,2023-08-16 04:00:00+00:00,128.57129999999998,0.06428564999999999,2.9940932450000024,0.04895020281248909,Long,Closed,84
85,GOOGL,0.5,2023-08-29 04:00:00+00:00,134.70457,0.067352285,2023-09-20 04:00:00+00:00,133.60626000000002,0.06680313000000002,-0.6833104149999848,-0.010145318974701226,Long,Closed,85
86,GOOGL,0.5,2023-11-10 05:00:00+00:00,132.72259,0.066361295,2023-12-01 05:00:00+00:00,131.72814000000002,0.06586407000000001,-0.6294503649999861,-0.009485203159461943,Long,Closed,86
87,GOOGL,0.5,2023-12-11 05:00:00+00:00,133.42328999999998,0.06671164499999999,2023-12-12 05:00:00+00:00,132.38748,0.06619374,-0.6508103849999848,-0.00975557393315642,Long,Closed,87
88,GOOGL,0.5,2023-12-19 05:00:00+00:00,136.78664999999998,0.06839332499999999,2024-01-08 05:00:00+00:00,138.70116000000002,0.06935058000000001,0.8195110950000177,0.011982325687485114,Long,Closed,88
89,GOOGL,0.5,2024-01-09 05:00:00+00:00,141.09094999999996,0.07054547499999998,2024-02-02 05:00:00+00:00,142.23762,0.07111881,0.4316707150000144,0.006119041866257397,Long,Closed,89
90,GOOGL,0.5,2024-02-12 05:00:00+00:00,147.67753,0.073838765,2024-02-14 05:00:00+00:00,145.79406,0.07289703,-1.0884707949999943,-0.01474118364520309,Long,Closed,90
91,GOOGL,0.5,2024-03-13 04:00:00+00:00,139.92978999999997,0.06996489499999999,2024-04-15 04:00:00+00:00,154.70514,0.07735257,7.240357535000015,0.10348557708833861,Long,Closed,91
92,GOOGL,0.5,2024-05-06 04:00:00+00:00,168.26809999999998,0.08413404999999999,2024-06-03 04:00:00+00:00,172.99683,0.086498415,2.1937325350000068,0.026074253349268304,Long,Closed,92
93,GOOGL,0.5,2024-06-05 04:00:00+00:00,175.58540999999997,0.08779270499999998,2024-07-17 04:00:00+00:00,180.83898000000002,0.09041949000000002,2.4485728050000266,0.027890390266480877,Long,Closed,93
94,GOOGL,0.5,2024-08-20 04:00:00+00:00,167.34717999999998,0.08367358999999999,2024-08-29 04:00:00+00:00,161.61822,0.08080911,-3.0289626999999864,-0.03619974594134167,Long,Closed,94
95,GOOGL,0.5,2024-09-18 04:00:00+00:00,159.96981,0.079984905,2024-10-10 04:00:00+00:00,161.91792,0.08095896000000001,0.813111135000007,0.010165807348274115,Long,Closed,95
96,GOOGL,0.5,2024-10-14 04:00:00+00:00,165.12496,0.08256248,2024-10-18 04:00:00+00:00,163.25657999999999,0.08162828999999999,-1.098380770000001,-0.01330363101980465,Long,Closed,96
97,GOOGL,0.5,2024-10-28 04:00:00+00:00,166.88671999999997,0.08344335999999998,2024-11-21 05:00:00+00:00,167.46237,0.083731185,0.12065045500001224,0.001445896414046753,Long,Closed,97
98,GOOGL,0.5,2024-12-06 05:00:00+00:00,174.88470999999998,0.087442355,2024-12-18 05:00:00+00:00,188.2116,0.0941058,6.481896845000009,0.07412765638574133,Long,Closed,98
99,GOOGL,0.5,2024-12-23 05:00:00+00:00,194.82462999999998,0.097412315,2024-12-30 05:00:00+00:00,191.04876000000002,0.09552438,-2.0808716949999844,-0.021361484890282965,Long,Closed,99
100,GOOGL,0.5,2025-01-06 05:00:00+00:00,197.06687,0.098533435,2025-01-10 05:00:00+00:00,191.84796,0.09592398,-2.803912414999997,-0.0284564565824788,Long,Closed,100
101,GOOGL,0.5,2025-01-17 05:00:00+00:00,196.19599999999997,0.09809799999999999,2025-02-07 05:00:00+00:00,185.15466,0.09257733,-5.711345329999982,-0.05822081316642523,Long,Closed,101
102,GOOGL,0.5,2025-05-01 04:00:00+00:00,161.4613,0.08073065,2025-05-08 04:00:00+00:00,154.12572,0.07706286,-3.8255835099999964,-0.04738700245817414,Long,Closed,102
103,GOOGL,0.5,2025-05-15 04:00:00+00:00,164.12395999999998,0.08206197999999999,2025-06-20 04:00:00+00:00,166.47335999999999,0.08323668,1.0094013400000015,0.012300475079933504,Long,Closed,103
104,GOOGL,0.5,2025-06-27 04:00:00+00:00,178.70852999999997,0.08935426499999999,2025-07-25 04:00:00+00:00,193.18,0.0,7.14638073500002,0.07997805963710877,Long,Open,104
105,META,0.5,2023-03-29 04:00:00+00:00,205.55534999999998,0.10277767499999999,2023-04-24 04:00:00+00:00,212.57720999999998,0.106288605,3.301863720000002,0.032126273726273746,Long,Closed,105
106,META,0.5,2023-04-28 04:00:00+00:00,240.56031999999996,0.12028015999999998,2023-07-24 04:00:00+00:00,291.31839,0.14565919500000002,25.11309564500003,0.20878834585022196,Long,Closed,106
107,META,0.5,2023-07-27 04:00:00+00:00,312.0217099999999,0.15601085499999998,2023-08-10 04:00:00+00:00,305.43426,0.15271713,-3.6024529849999665,-0.02309104058816912,Long,Closed,107
108,META,0.5,2023-09-05 04:00:00+00:00,300.45014999999995,0.15022507499999999,2023-09-15 04:00:00+00:00,300.00969,0.150004845,-0.5204599199999866,-0.0034645342663332784,Long,Closed,108
109,META,0.5,2023-11-03 04:00:00+00:00,314.9146,0.1574573,2023-12-01 05:00:00+00:00,324.49518,0.16224759,4.470585109999999,0.028392364850661093,Long,Closed,109
110,META,0.5,2023-12-13 05:00:00+00:00,335.07473999999996,0.16753737,2024-03-27 04:00:00+00:00,493.36614000000003,0.24668307000000003,78.73147956000003,0.46993383959650337,Long,Closed,110
111,META,0.5,2024-04-03 04:00:00+00:00,507.24673999999993,0.25362336999999996,2024-04-15 04:00:00+00:00,499.72977000000003,0.249864885,-4.26197325499995,-0.016804339659235466,Long,Closed,111
112,META,0.5,2024-05-09 04:00:00+00:00,475.89541999999994,0.23794770999999998,2024-05-31 04:00:00+00:00,466.36316999999997,0.233181585,-5.237254294999988,-0.02201010589679551,Long,Closed,112
113,META,0.5,2024-06-04 04:00:00+00:00,477.46698999999995,0.238733495,2024-07-15 04:00:00+00:00,495.66384000000005,0.24783192000000004,8.61185958500005,0.03607310982901687,Long,Closed,113
114,META,0.5,2024-08-15 04:00:00+00:00,537.86733,0.26893366500000004,2024-09-03 04:00:00+00:00,511.24824,0.25562412,-13.834102785000015,-0.05144057656374115,Long,Closed,114
115,META,0.5,2024-09-13 04:00:00+00:00,525.1446199999999,0.26257231,2024-10-18 04:00:00+00:00,575.89353,0.28794676500000005,24.823935925000068,0.0945413319668021,Long,Closed,115
116,META,0.5,2024-10-30 04:00:00+00:00,592.3917999999999,0.29619589999999996,2024-11-01 04:00:00+00:00,566.59284,0.28329642,-13.478972319999926,-0.04550695104152329,Long,Closed,116
117,META,0.5,2024-11-07 05:00:00+00:00,592.2917,0.29614585,2024-11-15 05:00:00+00:00,553.52592,0.27676296,-19.955798809999973,-0.0673850361570151,Long,Closed,117
118,META,0.5,2024-11-29 05:00:00+00:00,574.89432,0.28744716,2024-12-18 05:00:00+00:00,596.5928100000001,0.29829640500000004,10.263501435000054,0.035705697822862655,Long,Closed,118
119,META,0.5,2025-01-06 05:00:00+00:00,630.8302,0.3154151,2025-01-08 05:00:00+00:00,610.10928,0.30505464,-10.980929739999988,-0.03481421701117032,Long,Closed,119
120,META,0.5,2025-01-17 05:00:00+00:00,613.3827699999999,0.306691385,2025-02-21 05:00:00+00:00,682.86645,0.341433225,34.09371539000002,0.11116619852233549,Long,Closed,120
121,META,0.5,2025-05-01 04:00:00+00:00,572.78221,0.286391105,2025-07-16 04:00:00+00:00,702.20709,0.351103545,64.07494535000001,0.2237323165117157,Long,Closed,121
122,JPM,0.5,2023-04-12 04:00:00+00:00,128.62849999999997,0.06431424999999999,2023-05-05 04:00:00+00:00,136.60326,0.06830163,3.854764120000016,0.05993639232362994,Long,Closed,122
123,JPM,0.5,2023-05-18 04:00:00+00:00,139.6395,0.06981975,2023-05-24 04:00:00+00:00,135.20466,0.06760233,-2.3548420800000045,-0.03372744932486874,Long,Closed,123
124,JPM,0.5,2023-05-30 04:00:00+00:00,137.59745999999998,0.06879872999999999,2023-06-26 04:00:00+00:00,139.05080999999998,0.069525405,0.5883508650000001,0.00855176926957809,Long,Closed,124
125,JPM,0.5,2023-06-30 04:00:00+00:00,145.58543999999998,0.07279271999999999,2023-08-10 04:00:00+00:00,153.40644,0.07670322,3.761004060000013,0.051667310412360105,Long,Closed,125
126,JPM,0.5,2023-09-14 04:00:00+00:00,149.39925,0.074699625,2023-09-22 04:00:00+00:00,145.58427,0.07279213500000001,-2.0549817599999955,-0.027509934086014428,Long,Closed,126
127,JPM,0.5,2023-11-07 05:00:00+00:00,144.15400999999997,0.07207700499999999,2024-01-16 05:00:00+00:00,167.82201,0.08391100500000001,11.678011990000018,0.16202132691279306,Long,Closed,127
128,JPM,0.5,2024-01-25 05:00:00+00:00,173.11293999999998,0.08655647,2024-04-11 04:00:00+00:00,195.23457000000002,0.09761728500000001,10.87664124500002,0.125659482705337,Long,Closed,128
129,JPM,0.5,2024-05-06 04:00:00+00:00,192.19199999999998,0.09609599999999999,2024-06-05 04:00:00+00:00,197.06274,0.09853137,2.240742630000006,0.023317751311188874,Long,Closed,129
130,JPM,0.5,2024-06-24 04:00:00+00:00,199.07887999999997,0.09953943999999999,2024-07-24 04:00:00+00:00,208.38141000000002,0.10419070500000001,4.447534855000024,0.04468113197140776,Long,Closed,130
131,JPM,0.5,2024-07-26 04:00:00+00:00,212.45224,0.10622612,2024-08-01 04:00:00+00:00,207.75204,0.10387602,-2.5602021399999977,-0.024101437010031035,Long,Closed,131
132,JPM,0.5,2024-08-15 04:00:00+00:00,211.76155,0.105880775,2024-09-06 04:00:00+00:00,212.24754000000001,0.10612377,0.030990455000007633,0.0002926919924793489,Long,Closed,132
133,JPM,0.5,2024-10-07 04:00:00+00:00,211.14093,0.105570465,2024-11-04 05:00:00+00:00,219.56022,0.10978011,3.994294424999995,0.0378353398841238,Long,Closed,133
134,JPM,0.5,2024-11-08 05:00:00+00:00,237.21697999999995,0.11860848999999998,2024-12-10 05:00:00+00:00,242.61714,0.12130857,2.460162940000028,0.02074187893295015,Long,Closed,134
135,JPM,0.5,2024-12-27 05:00:00+00:00,241.41116999999997,0.12070558499999999,2024-12-31 05:00:00+00:00,239.47029,0.119735145,-1.2108807299999822,-0.01003168768040006,Long,Closed,135
136,JPM,0.5,2025-01-06 05:00:00+00:00,241.09084999999996,0.12054542499999998,2025-02-21 05:00:00+00:00,263.97576000000004,0.13198788000000003,11.189921695000038,0.09282742746147388,Long,Closed,136
137,JPM,0.5,2025-05-01 04:00:00+00:00,247.13688999999997,0.12356844499999999,2025-07-25 04:00:00+00:00,298.62,0.0,25.61798655500002,0.20731819159009424,Long,Open,137
138,XOM,0.5,2023-03-29 04:00:00+00:00,109.06895999999998,0.05453447999999999,2023-05-02 04:00:00+00:00,109.98989999999999,0.054994949999999994,0.35094057000000795,0.006435205213289061,Long,Closed,138
